"144","BOEHRINGER INGELHEIM","boehringer-ingelheim","Rue des Biolleux 2 ",,"Verviers",,"4800",,,,,,,,"0","<p>POSITION : situé dans le local 2.0.27 infirmerie</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.8332015999","50.6226172","13","34","62","1","0",,,"522"
"145","FERME DE PALOGNE","ferme-de-palogne","Rue de la Bouviere 1",,"Vieuxville",,"4190",,,,,,,"42-ferme_de_palogne-vieuxville.jpg","0","<p>POSITION : situé dans le local derrière la réception - accueil.</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.5495025999","50.394102","13","34","62","1","0",,,"521"
"146","BASE","base","Rue de l'avenir 1",,"Villers-le-Bouillet",,"4530",,,,,,,,"0",,,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.2663780999","50.583056100","13","34","62","1","0",,,"520"
"147","HALL DES SPORTS","hall-des-sports","Rue de Waremme 17",,"Villers-le-Bouillet",,"4530",,,,,,,,"0",,,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.2682178999","50.5688433","13","34","62","1","0",,,"519"
"148","FONDERIE G. FALLAIS","fonderie-g-fallais","Rue de Waremme 123 ",,"Villers-le-Bouillet",,"4530",,,,,,,,"0","<p>POSITION : situé au niveau 0 à l'entrée du local entretien</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.2600967999","50.5836536","13","34","62","1","0",,,"518"
"149","PISCINE VISÉ","piscine-vise","Porte de Lorette 15 ",,"Visé",,"4600",,,,,,,,"0","<p>POSITION : situé à proximité du bassin de natation</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.6977171999","50.7331823","13","34","62","1","0",,,"517"
"150","OMNISPORT VISÉ","omnisport-vise","Rue de Berneau 30",,"Visé",,"4600",,,,,,,,"0","<p>POSITION : situé dans le hall d'entrée de la grande salle</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.7081130999","50.73749","13","34","62","1","0",,,"516"
"151","EMERSON CLIMATE TECHNOLOGIES","emerson-climate-technologies","Rue des Trois Bourdons 27",,"Waimes",,"4950",,,,,,,,"0","<p>POSITION 1 : situé dans le bâtiment principal</p>
<hr class=""system-pagebreak"" />
<p>POSITION 2 : situé dans le bâtiment machining</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","6.1115604000","50.414891399","13","34","62","1","0",,,"515"
"152","HALL DES SPORTS WANZE","hall-des-sports-wanze","Rue Géo Warzée 19 ",,"Wanze",,"4520",,,,,,,,"0",,,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.2141010999","50.534476","13","34","62","1","0",,,"514"
"153","PISCINE WANZE","piscine-wanze","Rue Moucousin 26",,"Wanze",,"4520",,,,,,,,"0",,,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.2120833000","50.533210800","13","34","62","1","0",,,"513"
"154","PROV-LG INSTITUT D'ENSEIGNEMENT SECONDAIRE SITE DE WAREMME (IPES)","ipes-waremme","Rue de Huy 123 ",,"Waremme",,"4300",,,,,,,"44-_ipes_de_hesbaye_waremme_-_rue_de_huy.jpg","0","<p>POSITION : situé au rez-de-chaussée dans le bureau du secrétariat.</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.2497399000","50.687051399","11","34","62","1","0",,,"512"
"155","PROV-LG INSTITUT D'ENSEIGNEMENT SECONDAIRE SITE HESBAYE (IPES)","ipes-hesbaye","Rue de Sélys-Longchamps, 35",,"Waremme",,"4300",,,,,,,"43-ipes_waremme_-_rue_de_longchamps.jpg","0","<p>POSITION : situé au rez-de-chaussée dans le bureau de l'économe.</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.2452674999","50.6927532","15","34","62","1","0",,,"511"
"156","MÖLNLYCKE","moelnlycke","Parc industriel Chaussée romaine 176",,"Waremme",,"4300",,,,,,,,"0","<p>POSITION 1 : situé dans le couloir des employées à la distribution</p>
<hr class=""system-pagebreak"" />
<p>POSITION 2 : situé dans la salle des serveurs informatiques</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.2671777000","50.6930229","18","34","62","1","0",,,"510"
"157","HOTEL VILLE WAREMME","hotel-ville-waremme","Rue Joseph Wouters 2",,"Waremme",,"4300",,,,,,,,"0","<p>POSITION : situé dans le hall d'entrée</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.2567840000","50.698060899","13","34","62","1","0",,,"509"
"158","COMMUNE DE WASSEIGES","commune-de-wasseiges","Rue du Baron d'Obin 143",,"Wasseiges",,"4219",,,,,,,,"0","<p>POSITION : situé au rez-de-chaussée</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.0008910999","50.6240078","12","34","62","1","0",,,"508"
"159","TDG MOND","tdg-mond","Rue de l'Industrie 14",,"Welkenraedt",,"4840",,,,,,,,"0","<p>POSITION : situé à l'accueil chauffeur TSA</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.9748136000","50.6535647","13","34","62","1","0",,,"507"
"160","MITTAL OUGRÉE","mittal-ougree","Rue trasenster 21",,"Ougrée",,"4100",,,,,,,,"0","<p>POSITION : situé dans le bâtiment accident du travail. Tout droit après franchissement d'une grande barrière verte. Le DEA se trouve dans le sac de premier secours (demandez au guichet).</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.5368677999","50.6063605","16","34","62","1","0",,,"506"
"161","BRUXELLES NORTH STATION","bruxelles-north-station","RUE DU PROGRES, 76",,"Bruxelles",,"1030",,,,,,,,"0",,,,,"0",,,"0","http://img33.imageshack.us/img33/6831/pointeurombre.png","4.3599447000","50.861289799","13","34","62","1","0",,,"505"
"162","BRUXELLES CENTRAL STATION","bruxelles-central-station","CARREFOUR DE L'EUROPE, 2",,"Bruxelles",,"1000",,,,,,,,"0",,,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","4.3562534999","50.845543199","12","34","62","1","0",,,"504"
"163","BOREALIS POLYMERS","borealis-polymers","industrieweg 148",,"Beringen",,"3583",,,,,,,,"0",,,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.1783582000","51.0712605","14","34","62","1","0",,,"503"
"164","GEMEENTEHUIS","gemeentehuis","Schoolstraat 115",,"Voeren",,"3798",,,,,,,,"0",,,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.7599612999","50.759688300","15","34","62","1","0",,,"502"
"165","MAISON CROIX-ROUGE LES 2 GETTE","maison-croix-rouge-les-2-gette","Rue de PIétrain 5b",,"Jodoigne",,"1370",,,,,,,,"0","<p>DISPONIBILITÉ : Le local est ouvert le premier et troisième samedi du mois de 9h à 13h et le deuxième et quatrième jeudi de 9h à 13h.</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","4.8728320999","50.7244688","12","34","62","1","0",,,"501"
"166","LES GRANDS PRÉS","les-grands-pres","Place des grands prés 1",,"Mons",,"7000",,,,,,,,"0",,,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","3.9308426999","50.455985700","13","34","62","1","0",,,"500"
"167","GEMEENTE REMERSDAAL","gemeente-remersdaal","Dorpstraat",,"Remersdaal",,"3791",,,,,,,,"0","<p>POSITION : kerk - bushalte</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.8808477999","50.731530799","11","34","62","1","0",,,"499"
"168","GEMEENTE SINT PIETERS ","gemeente-sint-pieters-","Dorpstraat",,"Voeren",,"3792",,,,,,,,"0","<p>POSITION : tegenover kerk/bushalte</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.7118430000","50.7571277","15","34","62","1","0",,,"498"
"169","GEMEENTE MOELINGEN","gemeente-moelingen","Dorpstraat",,"Moelingen",,"3790",,,,,,,,"0","<p>POSITION : kerkhofmuur - ingang kerk</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.7112727999","50.7572054","15","34","62","1","0",,,"497"
"170","GEMEENTE TEUVEN","gemeente-teuven","Gieveldstraat 1 ",,"Teuven",,"3793",,,,,,,,"0","<p>POSITION : oude pastorie</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.8762427000","50.7520063","13","34","62","1","0",,,"496"
"171","GEMEENTE SINT MARTENS ","gemeente-sint-martens-","Kwinten 36",,"Voeren",,"3790",,,,,,,,"0","<p>POSITION : Cult. Centrum ""Het Veltmanshuis""</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.8135948000","50.7495006","13","34","62","1","0",,,"495"
"172","SPORTOASE EBURONS DOME","sportoase-eburons-dome","Vrijheideweg 9",,"Tongeren",,"3700",,,,,,,,"0","<p>POSITION : EHBO zwembad gelijkvloers</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.5168201999","50.7881759","11","34","62","1","0",,,"494"
"173","IDEWE","idewe","Kunstlaan 16",,"Hasselt",,"3500",,,,,,,,"0","<p>POSITION : wachtruimte medisch circuit</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.3469033000","50.9269763","11","34","62","1","0",,,"493"
"174","CHEVRON PHILLIPS CHEMICALS N.V.","chevron-phillips-chemicals-nv","Fabriekstraat 5",,"Tessenderlo",,"3980",,,,,,,,"0","<p>POSITION : technisch gebouw, EHBO, glkvl</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.1025275249","51.064671149","17","34","62","1","0",,,"492"
"175","HOTEL RESIDENCE STIEMERHEIDE","hotel-residence-stiemerheide","Wiemesmeerstraat 105",,"Genk",,"3600",,,,,,,,"0","<p>POSITION : receptie-glkv</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.5523680999","50.9701476","16","34","62","1","0",,,"491"
"176","CENTER PARCS DE VOSSEMEREN","center-parcs-de-vossemeren","Elzen 145",,"Lommel",,"3920",,,,,,,,"0","<p>POSITION : EHBO Aqua Dome</p>
<p> </p>
<hr class=""system-pagebreak"" />
<p> </p>
<p>DISPONIBILITÉ : 07h30 - 21h30</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.3285696000","51.2570463","15","34","62","1","0",,,"490"
"177","MEDISCH CENTRUM HUISARTSEN","medisch-centrum-huisartsen","Stift 2",,"Bree",,"3960",,,,,,,,"0","<p>POSITION : glkvl</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.5945853000","51.1429752","13","34","62","1","0",,,"489"
"178","PROVINCIEDOMEIN KESSEL LO","provinciedomein-kessel-lo","ingang Katjeswilgenlaan",,"Kessel-Lo",,"3010",,,,,,,,"0","<p>POSITION : EHBO zwembad 1/5 - 15/9</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","4.7180743428","50.893612595","18","34","62","1","0",,,"488"
"179","CENTER PARCS ERPERHEIDE","center-parcs-erperheide","Erperheidestraat 2",,"Peer",,"3990",,,,,,,,"0","<p>POSITION : zwembad, erna reception</p>
<p>
<hr class=""system-pagebreak"" />
</p>
<p>DISPONIBILITÉ : 07-22h</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.5036761999","51.1294762","19","34","62","1","0",,,"487"
"180","STADHUIS HERK-DE-STAD","stadhuis-herk-de-stad","Pikkeleerstraat 14",,"Herk-De-Stad",,"3540",,,,,,,,"0","<p>POSITION : uitleentoestel manifestaties</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.1660812000","50.9353977","14","34","62","1","0",,,"486"
"181","SPORTHAL SCHULEN","sporthal-schulen","Manestraat 86",,"Herk-De-Stad",,"3540",,,,,,,,"0","<p>POSITION : gevel inkom</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.1900081999","50.9502423","11","34","62","1","0",,,"485"
"182","GEMEENSCHAPSCENTRUM","gemeenschapscentrum","Markt 2",,"Herk-De-Stad",,"3540",,,,,,,,"0","<p>POSITION : gevel inkom</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.1651831000","50.9407163","13","34","62","1","0",,,"484"
"183","GEMEENTELIJKE SPORTHAL","gemeentelijke-sporthal","Weg nr. Bree 2",,"Opglabbeek",,"3660",,,,,,,,"0","<p>POSITION : hal, glkvl</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.5852503999","51.0464025","20","34","62","1","0",,,"483"
"184","DONORCENTRA GENK","donorcentra-genk","Schiepse Bos 4",,"Genk",,"3600",,,,,,,,"0","<p>POSITION : inkom</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.5200082000","50.9584591","13","34","62","1","0",,,"482"
"185","PZ LIMBURG","pz-limburg","Boomkensstraat 303",,"Hasselt",,"3500",,,,,,,,"0","<p>POSITION : inkom</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.3255126000","50.918111","13","34","62","1","0",,,"481"
"186","LAGERE SCHOOL BOSEIND","lagere-school-boseind","Lepelstraat 23",,"Neerpelt",,"3910",,,,,,,,"0","<p>POSITION : parking</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.4438354000","51.2240703","13","34","62","1","0",,,"480"
"187","GEMEENTE NEERPELT","gemeente-neerpelt","Dorpsstraat 15",,"Neerpelt",,"3910",,,,,,,,"0","<p>POSITION : thv. KBC</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.4843266000","51.226659800","16","34","62","1","0",,,"479"
"188","SPORTCENTRUM DOMMELHOF","sportcentrum-dommelhof","Toekomstlaan",,"Neerpelt",,"3910",,,,,,,,"0","<p>POSITION : gelijkvloers <em style=""font-weight: bold; font-style: normal; color: #000000; font-family: arial, sans-serif; font-size: small; line-height: 16px;"">secretariaa</em><em style=""font-weight: bold; font-style: normal; color: #000000; font-family: arial, sans-serif; font-size: small; line-height: 16px;"">t</em> Sportcentrum</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.4248886000","51.2320141","20","34","62","1","0",,,"478"
"189","GEMEENTE NEERPELT 02","gemeente-neerpelt-02","Grote Heide 14 ",,"Neerpelt",,"3910",,,,,,,,"0","<p>POSITION : Parking kerk tgo lagere school</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.4391189000","51.2472225","13","34","62","1","0",,,"477"
"190","GEMEENTE NEERPELT 03","gemeente-neerpelt-03","Herent 139",,"Neerpelt",,"3910",,,,,,,,"0","<p>POSITION : li naast inkom kerk</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.4489638000","51.2030525","13","34","62","1","0",,,"476"
"191","GEMEENTE NEERPELT 04","gemeente-neerpelt-04","Kerkstraat 19",,"Neerpelt",,"3910",,,,,,,,"0","<p>POSITION : Op Marktplein naast brievenbus</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.4312198000","51.2287627","13","34","62","1","0",,,"475"
"192","DOW BELGIUM BV","dow-belgium-bv","Havenlaan 7",,"Tessenderlo",,"3980",,,,,,,,"0","<p>POSITION 1 : controlekamer ptyron</p>
<p>
<hr class=""system-pagebreak"" />
</p>
<p>POSITION 2 : Controlekamer HDPE</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.1610809999","51.0668161","13","34","62","1","0",,,"474"
"193","NIKITA NV","nikita-nv","Daelemveld 1002",,"Herk-De-Stad",,"3540",,,,,,,,"0","<p>POSITION : rechts v/d kantoren</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.1687329000","50.939241","13","34","62","1","0",,,"473"
"194","STADSBESTUUR VAN GENK","stadsbestuur-van-genk","Stadsplein 1",,"Genk",,"3600",,,,,,,,"0","<p>POSITION : hoofdingang stadhuis</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.4968645000","50.9651447","9","34","63","1","0",,,"472"
"195","GEMEENTEHUIS TESSENDERLO","gemeentehuis-tessenderlo","Markt Z/N",,"Tessenderlo",,"3980",,,,,,,,"0","<p>POSITION : ingang gemeentehuis</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.0883685000","51.0679976","13","34","63","1","0",,,"471"
"196","HERCULES-ASHLAND","hercules-ashland","Industrieweg 150",,"Paal",,"3583",,,,,,,,"0","<p>POSITION : Kontrolekamer prod.proces</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.1867675999","51.0476176","13","34","63","1","0",,,"470"
"197","CONCENTRA","concentra","Herkenrodesingel 10",,"Hasselt",,"3500",,,,,,,,"0","<p>POSITION : gelijkvl. ing. Redactie</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.3249574000","50.9434392","13","34","63","1","0",,,"469"
"198","CONCENTRA 02","concentra-02","Industrieweg 147",,"Hasselt",,"3583",,,,,,,,"0","<p>POSITION : 1e V. pultruimte drukhal</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.1412683999","51.0592226","11","34","63","1","0",,,"468"
"199","KAUTEX","kautex","Havenlaan 12",,"Tessenderlo",,"3980",,,,,,,,"0","<p>POSITION : productiehal gelijkvloers</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.1624432999","51.0655996","12","34","63","1","0",,,"467"
"200","GRACO NV","graco-nv","Slakweidestraat 31",,"Maasmechelen",,"3630",,,,,,,,"0","<p>POSITION : glkvl. receptie/onthaal</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.7026865999","50.9514076","12","34","63","1","0",,,"466"
"201","POLITIEKANTOOR LOMMEL","politiekantoor-lommel","Dorp 57",,"Lommel",,"3920",,,,,,,,"0","<p>POSITION : gevel politiekantoor</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.3069636000","51.2306946","13","34","63","1","0",,,"465"
"202","COMMISSARIAT GENERAL AU TOURISME","commissariat-general-au-tourisme","Gouverneur Bovesse 74",,"Jambes",,"5100",,,,,,,,"0","<p>POSITION : 2e étage - bureau 05</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","4.8752045999","50.4594985","13","34","63","1","0",,,"464"
"203","ZWEMBAD ""DE MEREL""","zwembad-qde-merelq","Op 't Zand 51",,"Leopoldsburg",,"3971",,,,,,,,"0","<p>POSITION : glkv, inkomhal</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.2165681000","51.1159378","13","34","63","1","0",,,"463"
"204","SPORTHAL ' T GELEEG","sporthal-t-geleeg","Caïmolaan 118",,"Leopoldsburg",,"3971",,,,,,,,"0","<p>POSITION : glkv., inkom</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.2485088999","51.117738","13","34","63","1","0",,,"462"
"205","DIENSTENCENTRUM ""DEN TUINHOEK""","dienstencentrum-qden-tuinhoekq","De Witteln. 4",,"Leopoldsburg",,"3971",,,,,,,,"0","<p>POSITION : glkvl. Inkom</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.3062433000","51.0650676","12","34","63","1","0",,,"461"
"206","GEMEENTELIJK ZWEMBAD","gemeentelijk-zwembad","Groenstraat 5",,"Tessenderlo",,"3980",,,,,,,,"0","<p>POSITION : inkom</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.0917071999","51.0746468","13","34","63","1","0",,,"460"
"207","BOSE NV","bose-nv","Limesweg 2",,"Tongeren",,"3700",,,,,,,,"0","<p>POSITION : bijkeuken bedrijfskantine</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.5266523999","50.7923863","12","34","63","1","0",,,"459"
"208","GEMEENTEBESTUUR HAACHT","gemeentebestuur-haacht","Wespelaarsesteenweg 85",,"Haacht",,"3150",,,,,,,,"0",,,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","4.6356491999","50.9697445","13","34","63","1","0",,,"458"
"209","AIR PRODUCTS","air-products","Rue de la Spinette 37",,"Sombreffe",,"5140",,,,,,,,"0","<p>POSITION : local administratif</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","4.5903074000","50.4917761","13","34","63","1","0",,,"457"
"210","SPORTHAL DE BLOOKBERG","sporthal-de-blookberg","Blookbergstraat 7",,"Zutendaal",,"3690",,,,,,,,"0","<p>POSITION : aan petanque &amp; skateterrein</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.5738200000","50.92519","13","34","63","1","0",,,"456"
"211","OC DE HELLE","oc-de-helle","Nelissenlaan 13",,"Lanaken",,"3620",,,,,,,,"0","<p>POSITION : buiten aan ingang</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.6263822999","50.8394427","13","34","63","1","0",,,"455"
"212","OC BERENHOF","oc-berenhof","Berenhofstraat 12",,"Veldwezelt",,"3620",,,,,,,,"0","<p>POSITION : buiten aan ingang</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.6308506000","50.865135","13","34","63","1","0",,,"454"
"213","OC 't KLOESTER","oc-t-kloester","Biesweg 18 ",,"Lanaken",,"3620",,,,,,,,"0","<p>POSITION : buiten aan ingang</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.6069241000","50.8856024","13","34","63","1","0",,,"453"
"214","OC KLEINVELD","oc-kleinveld","Populierenlaan 34",,"Rekem",,"3620",,,,,,,,"0","<p>POSITION : buiten aan ingang</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.6929881999","50.9228288","13","34","63","1","0",,,"452"
"215","OC PAROCHIEZAAL","oc-parochiezaal","Kasteelstraat 32",,"Neerharen",,"3620",,,,,,,,"0","<p>POSITION : buiten aan ingang</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.6871619999","50.907469","13","34","63","1","0",,,"451"
"216","OC JEUGDPARK","oc-jeugdpark","Maaseikersteenweg 55",,"Lanaken",,"3620",,,,,,,,"0","<p>POSITION : buiten aan de ingang</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.6733114999","50.8834037","13","34","63","1","0",,,"450"
"217","GEMEENTEHUIS","gemeentehuis","Jan Rosierlaan 1",,"Lanaken",,"3620",,,,,,,,"0","<p>POSITION : buiten aan ingang</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.6528198999","50.888839999","13","34","63","1","0",,,"449"
"218","CULTUREEL CENTRUM","cultureel-centrum","Aan De Engelse hof",,"Lanaken",,"3620",,,,,,,,"0","<p>POSITION : buiten aan ingang</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.6577750999","50.8891122","13","34","63","1","0",,,"448"
"219","SPORTHAL ST-SERVAIS","sporthal-st-servais","Postweg 29",,"Lanaken",,"3620",,,,,,,,"0","<p>POSITION : buiten aan ingang</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.6375703999","50.8953071","13","34","63","1","0",,,"447"
"220","RODE KRUIS","rode-kruis","Pastorijstraat 3",,"Lanaken",,"3620",,,,,,,,"0","<p>POSITION : Rode Kruis mobiel</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.6523257000","50.889554399","13","34","63","1","0",,,"446"
"221","POLITIE","politie","Maastrichtersteenweg 101",,"Lanaken",,"3620",,,,,,,,"0","<p>POSITION : interventie dienst</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.6272902000","50.8246677","13","34","63","1","0",,,"445"
"222","SABIC BELGIUM NV","sabic-belgium-nv","Geleenlaan 35",,"Genk",,"3600",,,,,,,,"0","<p>POSITION : hal personeelsingang, deur magazijn</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.512608","50.916173","13","34","63","1","0",,,"444"
"223","CENTRE SPORTIF ET ASSOCIATIF DE FERNELMONT","centre-sportif-et-associatif-de-fernelmont","Avenue de la Renovation 8",,"Fernelmont",,"5380",,,,,,,,"0","<p>POSITION : entree</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","4.9778764999","50.551796499","13","34","63","1","0",,,"443"
"224","ADMINISTRATION COMMUNALE DE FERNELMONT","administration-communale-de-fernelmont","Rue Goffin 2",,"Fernelmont",,"5380",,,,,,,,"0","<p>POSITION : centre d'accueil rez-de-chaussée</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","4.9843574000","50.556587500","13","34","63","1","0",,,"442"
"225","POLITIECOMMISSARIAAT","politiecommissariaat","Sluisberg 1",,"Sint-Truiden",,"3800",,,,,,,,"0","<p>POSITION : onthaal inkomhal</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.1829556000","50.8142802","13","34","63","1","0",,,"441"
"226","ADMINISTRATIEF CENTRUM","administratief-centrum","Kazernestraat 13",,"Sint-Truiden",,"3800",,,,,,,,"0","<p>POSITION : trappenhal gelijkvl</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.1812754000","50.816402300","13","34","63","1","0",,,"440"
"227","ACADEMIEZAAL","academiezaal","Plankstraat 18",,"Sint-Truiden",,"3800",,,,,,,,"0","<p>POSITION : Vestiaire hal</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.1877752999","50.8169085","13","34","63","1","0",,,"439"
"228","CULTUREEL CENTRUM","cultureel-centrum","Capucienessenlaan 8",,"Sint-Truiden",,"3800",,,,,,,,"0","<p>POSITION : Foyer, inkomhal</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.1868391000","50.8132502","13","34","63","1","0",,,"438"
"229","STADHUIS GROTE MARKT","stadhuis-grote-markt","Grote Markt",,"Sint-Truiden",,"3800",,,,,,,,"0","<p>POSITION : groenmarkt buitenopstelling</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.1857715999","50.8152848","13","34","63","1","0",,,"437"
"230","VKM KORTENBOS","vkm-kortenbos","Begaardenbosstraat 33a",,"Sint-Truiden",,"3800",,,,,,,,"0","<p>POSITION : kantine 1e V</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.2395217000","50.8553903","13","34","63","1","0",,,"436"
"231","SPORTHAL","sporthal","Jodenstraat 25",,"Sint-Truiden",,"3800",,,,,,,,"0","<p>POSITION : inkomhal</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.1921439999","50.814366","13","34","63","1","0",,,"435"
"232","SPORTHAL NIEUW SINT-TRUIDEN","sporthal-nieuw-sint-truiden","Sportlaan",,"Sint-Truiden",,"3800",,,,,,,,"0","<p>POSITION : EHBO lokaal inkomhal glvl</p>",,,,"0",,,"1","http://img33.imageshack.us/img33/6831/pointeurombre.png","5.1717499999","50.82627","13","34","63","1","0",,,"434"
