1;PROV-LG HEPL SITE RENNEQUIN SUALEM;Quai Gloesener 06;Liège;4020;au rez-de-chaussée, dans le couloir à droite en entrant. /au 4ème étage, palier central entre le local 405 et 406.  du lundi au vendredi de 8h à 17h  du lundi au samedi de 8h30 à 17h30;5.5813175000;50.620649699
2;IBIS;Place la République Française, 41;Liège;4000;Situé dans le hall principale  24h / 24h;5.5716939999;50.6432359
3;KINEPOLIS;Chaussée de Tongres, 172;Liège;4000;Situé dans le hall principal;5.5540773000;50.6683001
4;BELLE ILE;Quai des Vennes, 1 / 057;Liège;4010;situé prêt des toilettes.  lun-jeu, sam : 10h - 19h vendredi : 10h–20h;5.5985582000;50.6151109
5;IKEA;Porte de Liège 7;Hognoul;4342;situé dans le restaurant du magasin au premier étage  Lundi-jeudi: 10h - 19h30 Vendredi: 10h - 20h30 Samedi: 9h - 19h30;5.4619682999;50.680791199
6;OPERA;Galerie Opéra;Liège;4000;situé à l'entrée de la gallerie (coté Mc Donald's).  du lundi au samedi de 10 à 18h;5.5796662000;50.6325574
7;PLACE ST LAMBERT;Place Saint Lambert 4000 Liège;Liège;4000;situé à l'accueil du Gouvernement Provincial au Palais des Princes Eveques de Liége.;5.5736260999;50.6456344
8;PLOPSALAND;Gouverneur Verwilghensingel 70;Hasselt;3500;"situé à gauche du restaurant ""La Cascade"".  voir le calendrier -&gt  http://www.plopsa.be/hasselt/fr/calendar";5.3609825999;50.934198900
9;ANDRIMONT;rue Pire Pierre 30bis;Dison;4821;Hall Omnisports de Andrimont.;5.8703061999;50.6023097
10;PROV-LG INSTITUT ERNEST MALVOZ;Quai du Barbou, 4;Liège;4000;situé à l'institut Ernest Malvoz  du lundi au vendredi de 8h30 à 16h00;5.5934293000;50.645610299
11;MEDIACITÉ;Boulevard Raymond Poincaré 7;Liège;4020;situé a l'infirmerie via le personnel de sécurité formé a son utilisation.  du lundi au jeudi et le samedi de 10h à 20h Vendredi 10h à 21h;5.5799076000;50.6300076
12;PROV-LG ATHÉNÉE GUY LANG;Grand'Route 317;Flémalle;4400;situé à la direction SIS dans le hall principale  horaire scolaire;5.4740279000;50.6002395
13;GALERIES ST LAMBERT;Place Saint Lambert, 27;Liège;4000;situé au rez-de-chaussée, en face du magazin Inno.  du lundi au samedi de 9h30 à 18h30.;5.5742698999;50.6451672
14;KABELWERK;rue de Malmedy, 9;Eupen;4700;N/A;6.0372999999;50.6223251
15;PISCINE HUY;Avenue Godin-Parnajon, 5;Huy;4500; du lundi au vendredi de 8h à 16h;5.2426580000;50.5238672
16;PROV-LG MAISON DE LA FORMATION;Rue Cockerill, 101;Seraing;4100;situé en face de l'accueil au rez-de-chaussée. /DEA mobile, situé à l'école de police.;5.5123868140;50.611724883
17;CILE02;Rue du Canal de l'Ourthe 8;Angleur;4031;situé à l'accueil au rez-de-chaussée;5.6082369000;50.6139424
18;ZINACOR;Rue de Chênée 53;Angleur;4031;situé à l'atelier de fabrication au rez-de-chaussée;5.6075468000;50.6103455
19;ADEPS;Quai des Ardennes 127;Angleur;4031;situé à l'accueil au rez-de-chaussée;5.6063722999;50.6152542
20;CILE;Quai des Ardennes 127;angleur;4031;situé à l'accueil au rez-de-chaussée;5.6063722999;50.6152542
21;CENTRE SPORTIF D'AWANS;Rue de l'Eglise 21;Awans;4340;N/A;5.4620070999;50.665147
22;PROV-LG DOMAINE PROVINCIAL DE WÉGIMONT;Ch. De Wégimont 76;Ayeneux;4630;situé au complexe touristique de Wegimont, dans le hall d'accueil direction château /DEA mobile, situé à la piscine ou au camping.;5.7337413999;50.608868
23;AGISCA FOOTBALL;Avenue de la Porallée;Aywaille;4920;situé à la cafétaria du stade;5.6973748618;50.479058245
24;AGISCA REMOUCHAMPS;Rue Marsale;Aywaille;4920;situé au centre récréatif dans le hall d'entrée;5.7089733478;50.480242506
25;CENTRE SPORTIF AYWAILLE;Rue de la Heid 36;Aywaille;4920;situé dans le hall d'entrée du hall omnisport /situé dans le hall de la piscine;5.6797452963;50.475522032
26;MINERAL PRODUCTS INTERNATIONAL;Champs de Tignée 1;Barchon;4671;N/A;5.6947066999;50.662403
27;3B FIBREGLASS;Rue Maestricht 67-69;Battice;4651;situé au rez-de-chaussée dans le locale leaders de pause;5.8159881999;50.6495087
28;AXA DÉPÔT;Rue d'Othée 214;Alleur;4432;situé au rez-de-chaussée mur local prem. Sec.;5.5260117999;50.6675641
29;PROV-LG RÉGIE DES BÂTIMENTS;Rue de Wallonie 30;Grace-Hollogne;4460;situé au rez-de-chaussée dans le local administratif du chef de service.;5.4856655999;50.651677799
30;MOURY;Rue du moulin 320;Bressoux;4020;situé au rez-de-chaussée à la réception;5.6055232999;50.6435232
31;BURDINNE;Rue des Ecoles 3;Burdinne;4210;situé dans le bureau du cadastre;5.0731769999;50.5835248
32;COCA COLA BELGIUM;Avenue des Thermes 143;Chaudfontaine;4050;situé dans le hall de la nouvelle usine;5.6497445999;50.5864819
33;OMNISPORTS CHERATTE;Rue de Visé 105;Cheratte;4602;situé à la cafétaria au rez-de-chaussée;5.6699307999;50.6821322
34;OUTSIDE EVENTS;Rue du Chirmont 86;Comblain-fairon;4180;N/A;5.5486722000;50.4432373
35;PROV-LG INSTITUT D'ENSEIGNEMENT SECONDAIRE DE HESBAYE SITE CRISNÉE (IPES);Rue J. Stassart 15;Crisnée;4367;situé dans le couloir de la direction au 1er étage.;5.3910662000;50.7093999
36;INTERMARCHE DISON;Rue Neuve 6B;Dison;4820;situé aux caisses;5.8563973999;50.6060528
37;KNAUF;Rue du Parc Industriel 1;Engis;4480;situé au bureau des contremaître /situé dans le réfectoire du bureau administratif;5.3969908999;50.5728553
38;CARMEUSE SA;Chaussée de Ramioul 1;Engis;4480;situé au rez-de-chaussée vers le bureau maintenance;5.4141190000;50.5810057
39;HYDRO ALUMINIUM;Siebeponisweg 12;Eupen;4700;situé à l'atelier;6.0076685999;50.6482681
40;HEXPOL COMPOUNDING;Industriestrasse;Eupen;4700;situé à l'atelier de fabrication;6.0059053999;50.6399159
41;MATCH EUPEN;De Herbesthal 203;Eupen;4700;situé à l'entrée, aux caisses scan;6.0173343999;50.6386236
42;MITTAL FLEMALLE;Rue Maréchal Foch 21;Flémalle;4400;situé dans le hall d'entrée principale;5.4725151000;50.5987152
43;MITTAL CENTRE ACIER;Rue de la Digue 22;Flémalle;4400;situé au rez-de-chaussée dans le local du dispatch;5.5246766000;50.6185868
44;CS FLEMALLE;Rue Beau Site 25;Flémalle;4400;situé dans l'infirmerie au local des soins;5.4471631999;50.597482199
45;SALLE LOUIS MELIN;Rue du Passage d'eau 4;Flémalle;4400;situé dans le bureau à l'entrée de la salle à gauche;5.4858974999;50.6034563
46;IPPJ FRAIPONT;Rue sur les bois 113;Fraipont;4870;situé dans le hall du château;5.7451384999;50.5547
47;ADEPS CAMPANA;Ile de Campana;Grivegnée;4030;situé à l'infirmerie;5.6107399999;50.6216
48;SERVICES REGIONAUX INCENDIE;Route de Poucet;Hannut;4280;situé au bureau du commandant;5.0961906;50.6753301
49;STADE DUCARME;Avenue de Thouars;Hannut;4280;N/A;5.0748916999;50.6721409
50;COMMISARIAT HANNUT;Rue de landen 19;Hannut;4280;N/A;5.0794812000;50.6731972
51;PISCINE HANNUT;Avenue de Thouars;Hannut;4280;N/A;5.0750526325;50.672344883
